pitch_name,stand,release_extension,release_pos_x,release_pos_y,release_pos_z,release_speed,release_spin_rate,spin_axis,plate_x,plate_z,pfx_x,pfx_z,balls,strikes,outs_when_up,sz_top,sz_bot,swing
4-Seam Fastball,L,5.9,-2.734,49.23,6.055,92.51,2060.0,316.2,-1.046,3.803,-1.242,0.775,3,2,1,3.82,1.66,0
Changeup,L,5.88,-2.88,50.36,5.654,85.07,1943.0,192.5,0.018,3.819,-1.659,1.109,3,0,1,3.32,1.81,1
4-Seam Fastball,R,6.22,-2.947,51.64,5.5,92.65,2082.0,58.4,1.354,3.856,-0.914,1.794,1,1,0,3.66,1.18,0
4-Seam Fastball,R,5.82,-2.955,52.17,5.747,92.76,2392.0,65.8,-1.263,2.976,-0.094,0.52,2,0,2,3.9,1.59,0
Slider,R,5.72,-2.822,50.01,5.814,86.53,1990.0,286.0,0.725,3.528,-1.472,-0.622,1,1,2,3.35,1.62,1
Changeup,R,6.1,-2.874,51.39,6.036,83.06,1780.0,194.5,-0.639,2.678,-0.993,-0.268,3,0,0,3.27,1.63,1
Slider,R,6.29,-2.819,50.36,5.986,87.27,3200.0,278.3,-0.448,3.419,-1.852,0.576,3,0,0,3.77,1.5,0
Knuckle Curve,L,5.85,-2.936,50.9,5.815,81.32,2265.0,316.5,-0.051,3.204,-0.006,1.181,1,0,0,3.74,1.12,1
4-Seam Fastball,R,5.85,-2.731,50.44,6.105,92.98,1779.0,23.8,-0.665,3.809,0.42,0.612,0,1,0,3.56,1.31,1
Knuckle Curve,R,6.2,-2.654,48.96,6.283,81.64,2603.0,248.5,0.499,1.723,-1.521,1.036,0,0,2,3.46,1.11,1
Cutter,L,6.49,-2.774,47.77,6.041,91.06,2358.0,345.8,1.376,3.991,-1.563,-1.054,0,1,2,3.79,1.87,0
4-Seam Fastball,R,6.32,-2.889,49.96,5.771,91.48,2887.0,356.4,-1.218,1.232,-0.338,-1.559,0,2,0,3.61,1.69,0
Cutter,L,5.86,-2.843,48.75,5.809,91.32,1852.0,145.9,0.915,2.203,-0.781,-0.183,0,2,0,3.59,1.24,1
4-Seam Fastball,R,6.27,-2.788,50.41,5.824,94.15,2143.0,42.0,-1.272,2.218,1.247,0.048,1,0,2,3.24,1.36,0
Changeup,R,5.31,-2.743,52.41,6.123,82.79,3176.0,91.9,1.049,2.443,-0.272,1.071,3,1,0,3.41,1.76,1
Changeup,R,6.19,-2.774,49.77,6.146,81.43,1742.0,255.9,1.549,2.318,-1.323,-1.744,1,0,2,3.65,1.54,0
Cutter,R,6.15,-2.878,48.47,6.148,91.42,1619.0,312.8,-0.404,3.341,0.641,0.769,1,0,1,3.3,1.61,1
Cutter,R,6.35,-2.749,49.47,6.143,90.89,2828.0,134.5,0.926,3.611,0.897,1.058,2,1,2,3.43,1.12,1
4-Seam Fastball,R,6.21,-2.8,50.05,5.944,93.73,2656.0,146.9,0.612,2.229,0.329,1.677,3,0,1,3.78,1.57,0
4-Seam Fastball,R,6.09,-2.757,49.26,6.093,94.0,1742.0,336.3,0.88,2.433,0.16,-0.386,3,2,2,3.49,1.3,1
Slider,R,5.88,-2.835,50.94,6.091,84.2,3003.0,121.4,0.08,1.54,-0.033,-1.472,1,2,1,3.18,1.3,1
4-Seam Fastball,R,5.97,-2.763,49.55,6.043,92.17,2624.0,351.5,-0.864,1.604,-0.52,0.019,3,1,0,3.66,1.16,1
Changeup,R,6.01,-2.922,50.07,5.775,82.38,2838.0,83.1,0.613,3.848,1.428,1.878,3,1,1,3.59,1.62,1
Cutter,R,6.0,-2.886,48.71,5.971,91.23,2267.0,325.6,-1.233,3.91,-1.538,-0.693,2,0,2,3.75,1.42,0
4-Seam Fastball,R,5.56,-2.978,50.37,5.741,94.91,1630.0,348.3,0.254,1.821,1.743,0.629,2,1,0,3.51,1.45,1
Knuckle Curve,R,6.18,-2.938,50.62,5.879,81.07,2122.0,2.4,-0.142,3.715,1.516,1.397,3,2,0,3.13,1.74,1
Changeup,L,5.54,-2.836,51.31,6.097,82.34,2219.0,75.1,1.254,1.311,-1.077,-0.329,1,1,1,3.8,1.26,0
4-Seam Fastball,L,6.44,-2.846,48.67,5.919,93.38,1772.0,88.8,1.501,3.124,0.73,-1.382,3,0,2,3.7,1.85,1
4-Seam Fastball,R,5.8,-2.852,51.36,6.046,93.65,1877.0,134.7,0.178,3.984,-0.309,-1.397,1,1,1,3.8,1.51,0
4-Seam Fastball,R,5.67,-2.699,48.79,5.932,93.39,2364.0,244.0,-0.428,1.357,1.635,-1.492,1,0,2,3.51,1.74,1
Cutter,R,6.38,-2.764,49.1,6.126,93.62,2053.0,284.0,1.183,1.642,-0.519,-1.911,0,0,0,3.65,1.87,0
Changeup,L,6.16,-2.768,51.18,6.195,80.23,2277.0,312.1,1.185,2.387,-1.589,-1.169,0,2,2,3.39,1.85,0
Knuckle Curve,R,6.23,-2.801,50.77,6.03,81.52,1491.0,3.1,-1.36,1.666,-1.487,0.209,1,0,0,3.32,1.77,0
4-Seam Fastball,R,6.03,-2.765,51.96,6.015,93.3,1692.0,172.0,-0.8,3.078,1.362,-1.899,0,0,1,3.84,1.74,0
Cutter,L,5.68,-2.876,51.65,5.898,92.26,2039.0,63.0,-0.838,1.693,-0.761,-0.61,3,1,2,3.77,1.48,0
Slider,R,5.75,-2.747,52.01,6.261,88.52,1799.0,240.6,1.431,3.905,0.185,-0.347,0,2,2,3.7,1.82,0
Slider,R,6.04,-2.795,50.48,5.998,84.66,2483.0,319.5,-1.518,4.042,1.93,-0.605,0,0,1,3.1,1.38,0
Changeup,L,5.8,-2.819,51.53,5.942,83.16,2148.0,128.4,-1.086,3.333,0.391,0.987,0,1,1,3.73,1.13,0
4-Seam Fastball,R,5.94,-2.768,49.03,6.254,93.75,2456.0,0.1,1.459,3.178,-0.742,-1.4,1,2,1,3.73,1.46,1
Slider,R,6.56,-2.957,49.14,5.984,88.24,2256.0,9.3,-0.665,1.213,1.727,-1.254,1,2,2,3.81,1.16,0
4-Seam Fastball,L,6.22,-2.823,52.65,5.818,93.2,1895.0,141.6,-1.537,2.125,1.465,0.668,3,1,1,3.68,1.48,0
4-Seam Fastball,R,6.07,-2.804,52.33,5.868,93.63,1290.0,114.7,1.217,1.804,1.85,1.447,0,1,2,3.43,1.47,0
Cutter,R,6.14,-2.665,52.15,6.123,93.01,2642.0,109.5,-0.494,1.813,-0.18,0.813,2,2,1,3.25,1.61,1
4-Seam Fastball,L,5.89,-2.792,48.35,5.993,93.94,2591.0,39.2,-1.022,4.014,-1.431,-1.519,3,1,1,3.16,1.53,1
Slider,R,5.8,-2.803,48.42,5.781,90.08,2219.0,28.0,0.633,3.553,-1.249,0.899,3,2,1,3.85,1.68,1
Knuckle Curve,L,5.76,-2.923,48.09,5.743,81.68,2663.0,62.8,0.699,1.409,0.632,-0.27,1,0,0,3.45,1.44,1
Slider,R,6.01,-2.7,50.02,6.228,83.52,2179.0,29.8,-1.546,2.592,0.323,0.803,2,2,2,3.76,1.71,0
Changeup,R,6.31,-2.872,50.89,6.047,83.59,2666.0,198.4,1.114,1.528,0.111,-1.276,0,2,2,3.85,1.46,0
Changeup,L,6.01,-2.868,47.33,5.915,83.06,2245.0,123.6,1.508,2.277,0.708,0.551,0,1,0,3.47,1.27,1
Slider,R,6.21,-2.952,49.44,5.901,85.04,2507.0,298.0,0.657,3.098,1.06,-0.987,2,1,0,3.36,1.24,1
Cutter,L,6.09,-2.766,51.88,6.265,91.46,2467.0,216.2,0.027,1.703,-0.808,1.383,3,2,2,3.12,1.47,1
Knuckle Curve,R,5.54,-2.559,49.08,6.3,81.18,2696.0,173.2,1.103,1.227,0.916,-1.896,2,2,1,3.32,1.69,1
Cutter,L,6.11,-2.812,47.92,5.964,91.05,3187.0,350.4,-1.105,2.868,-0.763,-1.583,3,0,1,3.5,1.36,1
Slider,R,6.14,-2.873,49.45,5.945,90.85,2942.0,10.9,0.415,2.325,-1.811,1.725,2,1,1,3.19,1.24,1
Changeup,R,5.79,-2.684,47.0,6.214,83.16,2107.0,94.9,-1.373,2.49,1.25,0.423,2,0,1,3.42,1.58,0
4-Seam Fastball,R,6.04,-2.855,48.06,5.82,93.86,2543.0,315.9,0.205,2.811,0.422,1.145,3,0,0,3.23,1.28,1
4-Seam Fastball,R,5.8,-2.78,47.88,6.091,93.67,1678.0,167.2,0.578,3.967,-1.921,-0.708,1,2,2,3.18,1.57,1
Slider,L,6.17,-2.869,49.49,5.576,86.45,2523.0,62.1,1.513,2.988,0.213,-0.272,0,2,1,3.85,1.4,0
4-Seam Fastball,R,6.19,-2.817,47.93,6.189,94.41,2412.0,267.8,1.287,2.79,1.292,1.913,0,2,2,3.35,1.74,0
Knuckle Curve,R,5.82,-2.902,50.91,5.79,83.4,2573.0,80.6,-1.261,0.93,-0.86,-1.583,0,2,2,3.73,1.67,0
4-Seam Fastball,R,6.43,-2.5,50.79,6.249,93.97,2511.0,112.9,-0.674,1.321,1.529,1.944,2,1,0,3.25,1.75,0
Cutter,L,6.35,-2.766,50.43,6.133,91.48,2253.0,210.1,1.531,2.533,1.883,0.72,3,1,1,3.82,1.43,0
Changeup,R,6.03,-2.752,48.76,5.959,83.59,2439.0,77.2,-1.518,2.016,-1.56,0.328,1,2,0,3.14,1.47,0
Changeup,R,5.82,-2.853,49.64,5.775,81.25,2430.0,334.5,0.612,1.522,0.111,-1.951,0,1,1,3.88,1.3,1
Knuckle Curve,L,6.32,-2.885,49.18,5.87,81.02,2076.0,158.4,-1.362,3.367,-0.67,-0.27,0,1,0,3.16,1.31,0
4-Seam Fastball,R,6.13,-2.661,49.16,6.25,93.63,2188.0,75.9,0.25,1.853,-0.473,1.976,1,0,0,3.41,1.52,1
Changeup,L,6.24,-2.778,47.99,6.008,85.01,1722.0,220.3,-0.314,4.082,-0.875,-1.353,2,0,0,3.48,1.87,0
Changeup,L,5.92,-2.665,52.07,6.3,82.53,1901.0,179.4,0.576,1.039,1.011,-0.264,2,2,2,3.61,1.71,1
Changeup,R,5.56,-2.886,49.72,5.836,82.04,1707.0,326.6,-0.467,2.432,-0.924,-1.3,3,1,2,3.8,1.62,1
Changeup,R,5.92,-2.866,47.83,6.077,81.74,2410.0,120.9,1.385,1.627,1.919,1.985,0,0,0,3.14,1.54,0
Changeup,L,6.33,-2.689,50.21,6.225,82.82,1642.0,348.5,0.679,3.508,-0.734,-1.401,3,2,1,3.89,1.89,0
4-Seam Fastball,L,6.14,-2.773,51.6,5.893,93.2,2291.0,201.8,-0.411,3.976,-0.031,1.153,0,1,2,3.83,1.87,0
4-Seam Fastball,R,6.1,-2.747,50.81,6.115,95.43,2508.0,38.5,-1.329,2.556,-0.961,1.759,3,1,2,3.73,1.41,1
4-Seam Fastball,L,5.41,-2.966,49.01,5.686,93.06,2134.0,185.9,-0.747,0.921,-0.829,1.527,3,2,2,3.21,1.44,0
Slider,R,6.45,-2.71,50.86,6.27,86.21,2234.0,283.6,0.268,3.401,-1.031,-1.191,1,0,1,3.5,1.75,1
Slider,L,5.94,-2.993,47.23,5.5,88.54,2908.0,304.7,0.481,4.186,-0.907,0.526,2,1,0,3.3,1.32,1
Changeup,L,6.03,-2.817,51.3,5.883,84.64,2475.0,261.3,-0.019,2.948,-0.666,1.289,3,2,2,3.82,1.83,0
4-Seam Fastball,L,5.7,-2.85,49.67,6.07,92.77,1752.0,288.6,0.654,2.502,0.749,-0.811,2,1,1,3.65,1.47,1
Slider,R,5.54,-2.812,50.13,6.227,86.25,1881.0,310.6,0.275,3.734,1.401,-1.538,1,2,1,3.25,1.49,1
4-Seam Fastball,R,6.19,-2.983,48.5,5.924,93.32,3200.0,160.0,-0.336,1.673,1.85,1.366,2,1,1,3.5,1.88,0
4-Seam Fastball,L,5.78,-2.867,51.93,5.787,93.59,3006.0,6.3,-0.561,3.447,1.61,-1.294,3,1,0,3.65,1.43,1
4-Seam Fastball,L,5.59,-2.795,49.14,5.977,94.83,1980.0,355.0,-0.292,3.807,1.829,-0.175,1,0,2,3.16,1.28,1
4-Seam Fastball,L,5.99,-2.702,52.34,6.165,94.17,2233.0,273.8,-0.198,1.642,1.5,0.739,0,2,0,3.19,1.26,1
Knuckle Curve,R,6.03,-2.693,48.64,6.3,83.09,2460.0,248.6,-0.764,3.388,-1.573,1.213,0,2,2,3.53,1.26,1
Cutter,L,5.77,-2.879,50.28,5.858,90.1,2144.0,84.5,1.324,3.2,0.239,-1.569,0,1,1,3.25,1.11,1
Cutter,L,6.08,-2.912,49.7,6.068,91.66,2404.0,127.3,1.29,2.858,-1.065,-0.715,0,2,1,3.46,1.1,1
Changeup,R,6.07,-2.739,49.84,6.213,82.73,1887.0,162.9,0.886,4.185,-1.715,0.268,3,2,2,3.3,1.42,0
Knuckle Curve,L,5.75,-2.776,50.29,5.985,84.15,2601.0,330.7,1.213,3.255,1.213,1.482,2,0,0,3.48,1.71,0
Knuckle Curve,R,5.98,-2.798,50.68,6.28,84.39,2891.0,110.8,-0.992,1.33,0.581,-1.553,3,1,2,3.59,1.8,0
Knuckle Curve,L,5.88,-2.802,49.92,5.963,80.68,2939.0,121.8,-0.355,4.15,0.691,1.799,3,1,2,3.84,1.86,0
4-Seam Fastball,R,5.95,-2.694,50.31,6.195,94.87,2054.0,147.2,-1.534,2.011,0.156,1.954,1,1,2,3.71,1.75,0
Knuckle Curve,R,6.03,-2.806,49.68,5.91,81.13,1655.0,338.4,0.794,2.846,-1.096,-1.561,3,0,2,3.34,1.59,1
4-Seam Fastball,R,5.62,-2.897,49.79,5.714,94.36,1954.0,97.7,0.471,1.592,-1.662,0.091,1,1,2,3.18,1.82,0
Knuckle Curve,R,6.22,-2.864,49.01,5.973,81.73,2051.0,156.2,0.254,1.756,-0.352,0.349,0,2,2,3.58,1.81,1
Knuckle Curve,L,5.87,-2.801,49.81,5.933,81.29,2161.0,340.9,-0.149,1.975,0.247,0.186,1,0,0,3.51,1.44,1
Slider,L,6.0,-2.757,49.3,6.062,86.54,2642.0,14.5,0.028,2.569,-1.725,0.857,2,1,2,3.64,1.38,1
4-Seam Fastball,R,5.84,-2.86,51.34,5.973,95.26,2096.0,97.1,-0.435,4.05,-0.944,1.254,1,2,2,3.4,1.71,0
Changeup,L,6.39,-2.795,49.07,5.923,82.56,2040.0,199.5,-1.297,4.013,1.633,0.913,3,2,1,3.69,1.76,0
4-Seam Fastball,R,6.19,-2.798,49.54,6.223,93.43,2569.0,291.3,1.435,3.377,0.308,1.523,0,2,1,3.87,1.4,0
Knuckle Curve,L,6.01,-2.87,49.41,5.925,81.04,2165.0,66.2,-0.387,1.207,0.999,0.747,1,2,0,3.24,1.55,1
4-Seam Fastball,R,5.68,-2.821,49.63,5.935,93.25,1612.0,292.4,-0.556,2.185,0.255,-1.249,2,0,0,3.59,1.73,1
Slider,L,5.85,-2.757,48.86,5.982,85.91,2203.0,118.3,-1.364,2.518,0.466,-1.118,3,2,0,3.35,1.42,0
Slider,R,6.61,-2.776,48.7,5.913,86.34,2005.0,289.0,-1.041,1.934,1.585,0.533,3,0,2,3.22,1.53,1
Changeup,R,6.35,-2.65,50.25,6.15,84.4,1989.0,116.4,1.032,3.127,0.766,-0.504,0,0,0,3.45,1.81,0
Slider,L,5.66,-2.797,49.94,6.125,88.4,2469.0,197.5,1.327,2.755,-1.698,0.89,0,2,2,3.66,1.68,0
Slider,L,6.15,-3.006,50.53,5.768,85.48,2263.0,278.5,0.627,2.141,-0.545,-1.646,0,1,0,3.48,1.2,1
Cutter,R,6.28,-2.878,48.79,6.097,90.42,2173.0,97.4,0.884,1.622,-0.48,0.609,3,2,0,3.85,1.64,0
Changeup,L,6.23,-2.697,49.89,6.3,84.16,2200.0,288.9,0.311,2.424,-0.363,1.81,1,0,1,3.63,1.77,1
Changeup,L,6.0,-2.852,48.44,6.044,82.03,2172.0,177.2,-1.179,2.057,-1.39,-0.619,3,1,0,3.75,1.22,0
Slider,L,5.88,-2.701,50.5,5.735,88.66,3049.0,182.5,1.218,3.072,1.203,-0.853,1,2,2,3.86,1.65,0
4-Seam Fastball,R,6.52,-2.734,51.04,6.3,94.59,2345.0,285.7,-1.559,3.836,0.282,0.388,2,0,2,3.3,1.76,0
Knuckle Curve,L,5.85,-2.832,50.63,5.927,84.71,2205.0,261.5,1.105,1.272,-0.097,-1.792,3,0,2,3.64,1.32,0
4-Seam Fastball,L,6.06,-2.771,47.53,6.119,91.69,2176.0,262.2,-0.964,0.962,0.674,-1.465,0,1,1,3.18,1.18,0
Changeup,R,5.63,-2.856,49.63,5.925,82.8,2039.0,266.3,1.304,3.987,-1.087,1.415,2,1,1,3.2,1.71,0
4-Seam Fastball,L,5.8,-2.896,47.88,5.82,93.93,2163.0,160.3,0.343,1.069,0.875,-0.38,1,0,2,3.85,1.12,0
Slider,R,6.08,-2.663,49.66,6.3,85.09,2393.0,341.1,1.567,2.864,1.801,-1.68,1,1,2,3.32,1.48,0
Slider,L,5.72,-2.792,50.03,6.222,86.85,2537.0,184.7,1.467,1.294,-0.669,0.883,1,2,1,3.52,1.56,0
4-Seam Fastball,R,5.95,-2.673,50.16,6.103,93.87,2536.0,150.7,-0.108,4.102,-1.706,-1.438,3,0,0,3.36,1.52,0
Knuckle Curve,R,5.93,-2.696,49.62,6.3,82.5,2229.0,218.8,-0.364,4.034,-1.433,-0.519,3,1,1,3.44,1.38,1
Slider,R,6.77,-2.817,49.37,5.956,85.28,2676.0,354.9,-0.359,2.255,-1.99,-1.675,0,1,2,3.81,1.71,1
Changeup,R,5.99,-2.774,49.14,5.816,82.92,1939.0,254.3,-1.103,1.463,0.617,-0.028,1,1,0,3.38,1.78,0
Changeup,R,6.32,-2.799,49.27,6.007,82.56,2191.0,31.7,1.357,1.874,-1.717,0.593,0,0,1,3.11,1.78,0
4-Seam Fastball,L,5.89,-2.83,47.51,6.172,94.29,2670.0,104.0,1.255,4.156,-0.246,-0.016,1,1,0,3.24,1.11,0
Knuckle Curve,L,6.07,-2.689,50.18,5.963,81.98,2479.0,115.0,0.943,2.58,1.61,0.132,1,2,2,3.39,1.24,1
Slider,R,5.62,-2.988,48.61,5.703,85.6,2119.0,146.4,-0.422,3.276,1.948,-1.077,1,0,1,3.59,1.63,1
Changeup,L,6.07,-2.705,51.02,6.171,82.54,1750.0,306.6,-0.051,2.674,-0.283,1.747,2,0,0,3.84,1.89,0
Slider,R,6.06,-2.856,49.67,6.09,88.03,1428.0,165.5,-0.406,3.783,0.916,-1.632,1,2,0,3.38,1.41,1
Slider,R,5.99,-2.851,48.18,5.951,85.57,1743.0,316.8,1.359,1.266,-1.574,0.121,2,1,2,3.22,1.65,0
Cutter,L,6.21,-2.759,49.98,6.087,91.9,1698.0,214.4,1.127,1.42,1.91,0.985,1,2,2,3.86,1.27,0
Knuckle Curve,L,5.8,-2.831,49.58,5.793,83.03,2990.0,116.2,-1.332,2.235,-0.444,-0.903,3,0,1,3.57,1.64,0
4-Seam Fastball,R,6.1,-2.884,49.64,5.762,93.73,1765.0,335.2,0.442,1.42,-1.879,0.622,3,2,1,3.13,1.88,0
Changeup,L,6.26,-2.882,51.07,5.725,82.27,2043.0,9.8,1.033,3.476,-1.766,-1.669,3,1,2,3.87,1.28,0
Knuckle Curve,R,5.72,-2.809,52.55,5.917,82.41,2298.0,322.8,1.489,3.788,0.324,1.739,1,1,2,3.33,1.17,0
4-Seam Fastball,L,6.07,-2.688,49.16,6.195,92.82,1254.0,327.1,1.587,1.882,1.046,-1.681,1,0,1,3.39,1.2,0
4-Seam Fastball,R,5.82,-2.773,49.78,6.295,94.47,2618.0,239.7,0.128,2.199,0.064,-0.01,0,1,0,3.53,1.26,1
Slider,R,6.07,-2.808,49.1,6.124,87.93,2395.0,85.4,-1.467,0.918,-1.375,-0.793,1,2,2,3.71,1.68,0
Changeup,R,5.94,-2.868,50.75,5.856,83.25,2273.0,244.1,-0.98,3.94,0.851,-0.45,1,0,2,3.27,1.32,1
Changeup,L,5.75,-2.938,49.46,5.763,82.64,1892.0,194.5,0.914,1.849,1.901,0.881,3,0,0,3.49,1.44,1
4-Seam Fastball,R,6.03,-2.834,52.82,5.95,92.85,2114.0,168.4,-1.349,3.864,0.24,0.534,0,1,2,3.66,1.67,0
Slider,R,6.32,-2.72,48.45,6.092,85.41,2421.0,63.9,0.176,2.648,1.381,-0.549,3,2,1,3.2,1.27,1
Changeup,L,5.96,-2.88,49.16,5.857,83.04,1829.0,299.4,0.335,2.512,-0.55,-1.122,2,0,0,3.57,1.66,1
4-Seam Fastball,R,5.92,-2.787,52.33,5.915,94.09,2102.0,147.4,-0.216,2.013,-1.815,-0.34,2,1,2,3.71,1.11,1
4-Seam Fastball,R,5.73,-2.694,49.44,6.253,93.56,2454.0,343.0,-0.011,1.792,-0.736,-1.745,0,0,1,3.37,1.66,1
4-Seam Fastball,R,6.03,-2.768,47.59,6.295,93.49,1813.0,124.1,-0.887,1.599,-0.717,0.16,3,0,0,3.52,1.36,1
Cutter,R,6.39,-2.876,48.86,5.916,90.23,2055.0,45.9,-0.021,3.109,-1.982,0.974,3,1,1,3.47,1.75,1
4-Seam Fastball,L,5.88,-2.753,50.46,6.086,93.08,2157.0,20.0,-0.508,3.272,0.097,1.344,0,1,0,3.46,1.74,1
Cutter,R,6.05,-2.722,50.22,6.256,91.66,2090.0,314.7,0.577,3.009,-1.785,-1.501,1,1,2,3.19,1.89,0
Changeup,R,6.0,-2.787,51.44,6.019,81.82,2514.0,74.7,-1.598,3.65,0.683,0.52,1,2,2,3.75,1.15,0
Cutter,L,5.77,-2.857,50.24,5.92,89.1,1911.0,139.6,-0.254,1.696,-0.298,-1.933,3,2,0,3.35,1.15,1
4-Seam Fastball,L,5.76,-2.891,49.72,5.943,93.5,2169.0,41.6,-1.456,1.728,-0.674,-1.731,1,0,0,3.11,1.85,0
Changeup,L,6.19,-2.904,50.79,5.945,83.82,2413.0,265.0,-1.217,2.777,0.675,1.465,2,0,2,3.67,1.77,0
Changeup,L,5.98,-2.856,51.24,5.831,82.61,2136.0,163.2,-0.433,3.619,-0.457,-1.586,0,1,1,3.29,1.83,1
Slider,L,6.06,-2.845,49.5,5.949,86.06,2397.0,342.8,-0.153,0.923,-1.006,1.221,0,2,1,3.72,1.66,0
Slider,R,5.98,-2.626,49.84,6.02,86.89,2970.0,57.1,1.46,3.691,1.658,0.121,3,2,0,3.35,1.66,0
Slider,R,5.76,-2.931,48.78,6.027,84.44,2369.0,79.1,-0.568,3.39,1.951,-0.158,2,0,2,3.15,1.75,1
4-Seam Fastball,R,5.96,-2.796,49.56,6.223,95.82,1312.0,232.7,0.953,2.412,0.182,1.822,1,0,1,3.83,1.58,0
4-Seam Fastball,R,6.01,-2.846,50.62,5.848,95.18,1532.0,314.1,1.081,1.943,1.213,-1.695,2,1,1,3.86,1.9,0
Slider,R,5.99,-2.86,49.28,5.932,87.94,2287.0,226.0,-1.376,3.23,1.255,0.186,1,1,1,3.31,1.2,0
4-Seam Fastball,R,5.64,-2.854,48.9,5.774,93.22,1501.0,132.0,0.497,2.315,0.136,0.936,3,0,2,3.17,1.52,1
4-Seam Fastball,R,5.91,-2.828,50.34,5.944,92.85,2205.0,236.1,-1.318,1.424,0.558,-0.347,3,0,1,3.5,1.13,0
4-Seam Fastball,R,6.39,-2.863,51.33,5.971,93.14,1843.0,62.4,-1.593,4.169,-0.386,0.418,0,0,0,3.25,1.41,0
4-Seam Fastball,R,5.92,-2.807,48.61,6.012,95.05,1858.0,177.4,1.486,2.491,-0.461,0.44,2,0,2,3.57,1.17,0
4-Seam Fastball,R,5.81,-2.855,50.69,5.929,91.63,2232.0,269.4,-0.302,3.813,-1.729,-1.004,2,1,2,3.76,1.64,1
Slider,L,6.21,-2.729,49.62,6.23,88.28,2287.0,335.0,0.757,1.356,-0.022,1.538,1,0,1,3.35,1.54,0
4-Seam Fastball,R,6.26,-2.827,49.89,5.986,93.34,2432.0,13.0,0.403,1.418,1.512,1.494,1,0,2,3.17,1.2,1
4-Seam Fastball,R,6.08,-2.815,51.13,5.849,94.62,2534.0,227.5,0.95,2.489,-0.152,0.035,3,0,0,3.81,1.61,0
Knuckle Curve,L,6.11,-2.68,53.0,6.05,80.4,2438.0,243.1,0.902,1.738,-0.951,0.644,1,0,2,3.74,1.77,0
4-Seam Fastball,R,5.94,-2.723,47.46,6.03,93.8,1869.0,126.2,1.239,2.098,-0.422,1.388,3,0,2,3.3,1.14,1
Cutter,L,5.95,-2.73,50.07,5.86,90.52,2257.0,225.6,0.435,1.474,-1.411,0.499,1,0,1,3.33,1.53,0
Slider,R,5.92,-2.729,48.61,6.051,87.79,2825.0,240.7,1.058,4.042,0.262,0.573,0,2,1,3.48,1.79,0
Slider,R,6.11,-2.661,48.18,6.243,87.23,2197.0,242.1,-0.964,2.772,1.533,-0.904,0,2,1,3.69,1.2,1
4-Seam Fastball,R,6.05,-2.847,49.57,5.689,92.86,2134.0,27.1,-1.205,2.375,1.734,-0.036,0,0,1,3.24,1.31,0
Slider,L,6.16,-2.754,50.42,6.07,88.77,2115.0,231.2,-1.559,4.092,-1.671,1.554,3,1,0,3.14,1.6,0
Cutter,R,6.09,-2.816,50.05,5.998,92.68,2380.0,295.7,0.804,2.339,1.253,-1.782,1,0,0,3.31,1.18,1
4-Seam Fastball,L,5.89,-2.889,47.21,5.848,93.44,2244.0,264.2,-0.274,3.702,-0.883,1.066,1,1,1,3.48,1.4,1
Slider,R,5.62,-2.801,49.39,6.156,88.33,2282.0,99.1,-0.257,3.653,0.763,1.423,1,2,1,3.16,1.67,1
4-Seam Fastball,R,5.87,-2.688,51.59,6.3,94.43,2055.0,79.6,-0.633,4.193,0.508,-0.03,0,1,1,3.12,1.47,1
Slider,R,5.84,-2.8,49.41,5.865,88.59,2216.0,38.7,-1.445,3.922,-1.34,0.064,3,0,0,3.77,1.78,0
4-Seam Fastball,L,6.16,-2.739,50.7,6.049,91.65,2614.0,227.8,-0.67,1.956,-1.697,-1.837,0,0,1,3.32,1.76,0
Changeup,R,5.8,-2.75,48.86,6.036,84.4,2711.0,168.3,-0.754,2.069,1.958,-1.614,2,0,1,3.4,1.49,1
Cutter,R,5.95,-2.825,52.09,5.929,89.58,1987.0,228.6,-1.399,3.579,-0.445,0.762,2,2,1,3.16,1.67,0
Cutter,L,6.17,-2.833,49.39,6.187,93.35,2715.0,24.4,1.552,3.172,-1.023,0.549,0,2,0,3.13,1.17,0
Knuckle Curve,L,6.38,-2.849,48.94,6.057,83.65,2817.0,302.4,0.488,1.534,0.795,0.09,3,0,1,3.37,1.87,0
4-Seam Fastball,R,6.03,-2.818,51.81,6.073,92.97,1520.0,36.2,1.336,1.823,-0.104,-1.006,3,1,2,3.35,1.42,0
4-Seam Fastball,R,6.3,-2.729,50.09,6.148,94.44,2296.0,210.3,-0.6,1.068,-1.36,-1.883,1,0,1,3.24,1.27,0
Slider,R,5.8,-2.798,47.8,5.996,85.86,1997.0,207.0,0.007,1.636,0.29,-1.732,3,2,0,3.52,1.35,1
4-Seam Fastball,R,5.99,-2.858,51.6,5.733,93.93,2359.0,301.2,1.076,1.436,-0.194,-0.254,2,0,0,3.46,1.76,0
4-Seam Fastball,L,5.98,-2.782,52.76,5.887,93.81,2452.0,287.4,-1.0,2.782,-0.929,-0.8,1,1,2,3.63,1.14,1
Slider,R,5.93,-2.872,48.88,5.869,86.36,1847.0,212.3,1.297,2.15,-0.239,0.941,3,2,2,3.28,1.17,1
Slider,R,6.25,-2.78,48.14,6.105,88.57,2622.0,181.6,0.588,4.023,1.345,-1.911,2,2,1,3.48,1.7,0
4-Seam Fastball,R,6.55,-2.75,50.33,6.3,91.76,2503.0,149.3,-0.04,3.016,-1.959,0.592,3,2,1,3.45,1.59,1
